,time,protocol,src_ip,dst_ip,src_port,dst_port,length,payload_size,query_name,spotify_or_not,interarrival_time
422,2024-02-29 21:44:38.932229042,6.0,192.168.1.231,17.57.144.27,55368.0,5223.0,52.0,0.0,,0,0 days 00:00:01.020601034
423,2024-02-29 21:44:38.934938908,6.0,192.168.1.231,17.57.144.27,55368.0,5223.0,84.0,32.0,,0,0 days 00:00:00.002709866
426,2024-02-29 21:44:39.444335938,6.0,192.168.1.231,17.57.144.27,55368.0,5223.0,52.0,0.0,,0,0 days 00:00:00.509397030
427,2024-02-29 21:44:39.447601080,6.0,192.168.1.231,17.57.144.27,55368.0,5223.0,84.0,32.0,,0,0 days 00:00:00.003265142
436,2024-02-29 21:44:41.187427044,6.0,192.168.1.231,17.57.144.27,55368.0,5223.0,52.0,0.0,,0,0 days 00:00:01.739825964
437,2024-02-29 21:44:41.190427065,6.0,192.168.1.231,17.57.144.27,55368.0,5223.0,84.0,32.0,,0,0 days 00:00:00.003000021
439,2024-02-29 21:44:41.284267902,6.0,192.168.1.231,17.57.144.27,55368.0,5223.0,52.0,0.0,,0,0 days 00:00:00.093840837
440,2024-02-29 21:44:41.286911964,6.0,192.168.1.231,17.57.144.27,55368.0,5223.0,84.0,32.0,,0,0 days 00:00:00.002644062
444,2024-02-29 21:44:41.433892012,6.0,192.168.1.231,17.57.144.27,55368.0,5223.0,52.0,0.0,,0,0 days 00:00:00.146980048
445,2024-02-29 21:44:41.435992002,6.0,192.168.1.231,17.57.144.27,55368.0,5223.0,84.0,32.0,,0,0 days 00:00:00.002099990
449,2024-02-29 21:44:41.776516914,6.0,192.168.1.231,17.57.144.27,55368.0,5223.0,52.0,0.0,,0,0 days 00:00:00.340524912
451,2024-02-29 21:44:41.779181957,6.0,192.168.1.231,17.57.144.27,55368.0,5223.0,84.0,32.0,,0,0 days 00:00:00.002665043
454,2024-02-29 21:44:41.849236012,6.0,192.168.1.231,17.57.144.27,55368.0,5223.0,52.0,0.0,,0,0 days 00:00:00.070054055
455,2024-02-29 21:44:41.851562023,6.0,192.168.1.231,17.57.144.27,55368.0,5223.0,84.0,32.0,,0,0 days 00:00:00.002326011
459,2024-02-29 21:44:42.000597000,6.0,192.168.1.231,17.57.144.27,55368.0,5223.0,52.0,0.0,,0,0 days 00:00:00.149034977
460,2024-02-29 21:44:42.002873898,6.0,192.168.1.231,17.57.144.27,55368.0,5223.0,84.0,32.0,,0,0 days 00:00:00.002276898
26,2024-02-29 21:39:44.844027996,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,431.0,379.0,,0,
30,2024-02-29 21:39:45.293894053,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.449866057
31,2024-02-29 21:39:45.293895006,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,64.0,0.0,,0,0 days 00:00:00.000000953
256,2024-02-29 21:41:49.974572897,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,431.0,379.0,,0,0 days 00:02:04.680677891
263,2024-02-29 21:41:50.422585011,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.448012114
264,2024-02-29 21:41:50.422585964,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,64.0,0.0,,0,0 days 00:00:00.000000953
275,2024-02-29 21:42:30.216649055,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,431.0,379.0,,0,0 days 00:00:39.794063091
281,2024-02-29 21:42:30.666573048,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.449923993
282,2024-02-29 21:42:30.666574001,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,64.0,0.0,,0,0 days 00:00:00.000000953
330,2024-02-29 21:43:39.797899961,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,116.0,64.0,,0,0 days 00:01:09.131325960
331,2024-02-29 21:43:39.797902107,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.000002146
333,2024-02-29 21:43:40.258191108,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,116.0,64.0,,0,0 days 00:00:00.460289001
356,2024-02-29 21:44:05.550646067,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,431.0,379.0,,0,0 days 00:00:25.292454959
360,2024-02-29 21:44:06.010330915,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,64.0,0.0,,0,0 days 00:00:00.459684848
370,2024-02-29 21:44:35.247049093,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:29.236718178
371,2024-02-29 21:44:35.247323036,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.000273943
376,2024-02-29 21:44:35.265393019,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.018069983
379,2024-02-29 21:44:35.285451889,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.020058870
380,2024-02-29 21:44:35.285454035,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.000002146
381,2024-02-29 21:44:35.291876078,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.006422043
382,2024-02-29 21:44:35.655112982,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.363236904
385,2024-02-29 21:44:35.687808990,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.032696008
386,2024-02-29 21:44:35.791941881,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.104132891
389,2024-02-29 21:44:35.821997881,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.030056
392,2024-02-29 21:44:35.902067900,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.080070019
395,2024-02-29 21:44:35.930058956,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.027991056
396,2024-02-29 21:44:36.371917009,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.441858053
399,2024-02-29 21:44:36.408622026,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.036705017
400,2024-02-29 21:44:36.536690950,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.128068924
403,2024-02-29 21:44:36.564927101,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.028236151
406,2024-02-29 21:44:37.191118956,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.626191855
407,2024-02-29 21:44:37.191121101,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.000002145
411,2024-02-29 21:44:37.223365068,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.032243967
412,2024-02-29 21:44:37.223367929,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.000002861
413,2024-02-29 21:44:37.349948883,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.126580954
416,2024-02-29 21:44:37.377754927,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.027806044
417,2024-02-29 21:44:37.908324003,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.530569076
420,2024-02-29 21:44:37.938100100,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.029776097
421,2024-02-29 21:44:38.931796074,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.993695974
424,2024-02-29 21:44:38.961196899,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.029400825
425,2024-02-29 21:44:39.443923950,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.482727051
428,2024-02-29 21:44:39.475605965,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.031682015
435,2024-02-29 21:44:41.187052011,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:01.711446046
438,2024-02-29 21:44:41.284018993,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.096966982
441,2024-02-29 21:44:41.309463978,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.025444985
442,2024-02-29 21:44:41.315408945,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.005944967
443,2024-02-29 21:44:41.433623075,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.118214130
446,2024-02-29 21:44:41.461714983,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.028091908
448,2024-02-29 21:44:41.776087046,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.314372063
452,2024-02-29 21:44:41.805983067,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.029896021
453,2024-02-29 21:44:41.848983049,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.042999982
457,2024-02-29 21:44:41.874214888,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.025231839
458,2024-02-29 21:44:42.000159979,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,415.0,363.0,,0,0 days 00:00:00.125945091
462,2024-02-29 21:44:42.028184891,6.0,17.57.144.27,192.168.1.231,5223.0,55368.0,52.0,0.0,,0,0 days 00:00:00.028024912
4,2024-02-29 21:39:42.586918116,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,
35,2024-02-29 21:39:45.659434080,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:03.072515964
133,2024-02-29 21:40:15.763567924,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:30.104133844
149,2024-02-29 21:40:20.064805031,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:04.301237107
228,2024-02-29 21:40:49.969392061,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:29.904587030
233,2024-02-29 21:41:20.073703051,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:30.104310990
259,2024-02-29 21:41:50.176182032,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:30.102478981
267,2024-02-29 21:42:20.077029943,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:29.900847911
311,2024-02-29 21:42:50.184964895,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:30.107934952
321,2024-02-29 21:43:20.083112955,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:29.898148060
335,2024-02-29 21:43:41.484584093,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:21.401471138
336,2024-02-29 21:43:41.484658003,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:00.000073910
344,2024-02-29 21:43:44.556637049,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:03.071979046
364,2024-02-29 21:44:14.562638998,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:30.006001949
463,2024-02-29 21:44:44.460505009,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:29.897866011
475,2024-02-29 21:45:14.463629961,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:30.003124952
488,2024-02-29 21:45:44.671752930,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:30.208122969
506,2024-02-29 21:46:14.572248936,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:29.900496006
517,2024-02-29 21:46:44.577740908,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:30.005491972
524,2024-02-29 21:46:56.865911007,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:12.288170099
525,2024-02-29 21:46:59.937906027,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:03.071995020
533,2024-02-29 21:47:28.617763042,17.0,192.168.1.231,192.168.1.255,137.0,137.0,96.0,68.0,,0,0 days 00:00:28.679857015
535,2024-02-29 21:47:28.811934948,17.0,192.168.1.46,192.168.1.255,137.0,137.0,96.0,68.0,,0,0 days 00:00:00.194171906
537,2024-02-29 21:47:29.835968971,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:01.024034023
559,2024-02-29 21:47:59.941489935,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:30.105520964
564,2024-02-29 21:48:29.842180014,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:29.900690079
586,2024-02-29 21:48:59.948587894,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:30.106407880
593,2024-02-29 21:49:30.053262949,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:30.104675055
594,2024-02-29 21:49:42.341401100,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:12.288138151
605,2024-02-29 21:49:46.437206984,17.0,192.168.1.46,192.168.1.255,57621.0,57621.0,72.0,44.0,,0,0 days 00:00:04.095805884
534,2024-02-29 21:47:28.618520975,17.0,192.168.1.231,192.168.1.46,137.0,137.0,90.0,62.0,,0,
536,2024-02-29 21:47:28.812489033,17.0,192.168.1.231,192.168.1.46,137.0,137.0,90.0,62.0,,0,0 days 00:00:00.193968058
284,2024-02-29 21:42:30.729362965,17.0,192.168.1.231,192.168.1.53,5353.0,5353.0,496.0,468.0,,0,
285,2024-02-29 21:42:30.729408026,17.0,192.168.1.231,192.168.1.53,5353.0,5353.0,1020.0,992.0,,0,0 days 00:00:00.000045061
5,2024-02-29 21:39:42.604499102,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,68.0,40.0,_googlecast._tcp.local.,0,
8,2024-02-29 21:39:42.666764975,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.062265873
11,2024-02-29 21:39:42.794758081,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,68.0,40.0,_googlecast._tcp.local.,0,0 days 00:00:00.127993106
15,2024-02-29 21:39:43.607839108,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,68.0,40.0,_googlecast._tcp.local.,0,0 days 00:00:00.813081027
19,2024-02-29 21:39:43.674448013,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.066608905
21,2024-02-29 21:39:43.818037033,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,68.0,40.0,_googlecast._tcp.local.,0,0 days 00:00:00.143589020
23,2024-02-29 21:39:43.818037987,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.000000954
36,2024-02-29 21:39:45.674707890,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.856669903
38,2024-02-29 21:39:45.866015911,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.191308021
42,2024-02-29 21:39:46.615544081,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,68.0,40.0,_googlecast._tcp.local.,0,0 days 00:00:00.749528170
44,2024-02-29 21:39:46.682082891,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,68.0,40.0,_googlecast._tcp.local.,0,0 days 00:00:00.066538810
47,2024-02-29 21:39:47.674957991,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.992875100
50,2024-02-29 21:39:47.708106041,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.033148050
53,2024-02-29 21:39:49.674544096,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.966438055
56,2024-02-29 21:39:49.754473925,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.079929829
61,2024-02-29 21:39:51.675040960,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.920567035
63,2024-02-29 21:39:51.802300930,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.127259970
67,2024-02-29 21:39:53.675021887,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.872720957
70,2024-02-29 21:39:55.634663105,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,68.0,40.0,_googlecast._tcp.local.,0,0 days 00:00:01.959641218
72,2024-02-29 21:39:55.674213886,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.039550781
75,2024-02-29 21:39:55.693733931,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,68.0,40.0,_googlecast._tcp.local.,0,0 days 00:00:00.019520045
77,2024-02-29 21:39:55.694660902,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.000926971
80,2024-02-29 21:39:57.675316095,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.980655193
82,2024-02-29 21:39:57.746175051,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.070858956
85,2024-02-29 21:39:59.674458981,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.928283930
87,2024-02-29 21:39:59.789832115,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.115373134
90,2024-02-29 21:40:01.674701929,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.884869814
92,2024-02-29 21:40:01.837219000,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.162517071
95,2024-02-29 21:40:03.674693108,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.837474108
98,2024-02-29 21:40:03.885592937,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.210899829
101,2024-02-29 21:40:05.674828053,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.789235116
104,2024-02-29 21:40:05.728959084,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.054131031
107,2024-02-29 21:40:07.674781084,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.945822
110,2024-02-29 21:40:07.778491020,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.103709936
114,2024-02-29 21:40:09.674295902,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.895804882
116,2024-02-29 21:40:09.824373007,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.150077105
120,2024-02-29 21:40:11.674377918,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.850004911
122,2024-02-29 21:40:11.872359991,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.197982073
125,2024-02-29 21:40:13.713958025,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.841598034
